"CO2 concentration [%] of flush gas",0,
"Process temperature [Celsius]",37,
"Mixer on time [min]",2,
"Mixer off time [min]",15,
"Mixer speed adjustment [%]",40,
"Eliminate overestimation","Yes",
"",
"Flow Cell nr.",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
"Name","S1_oz(0%)_I/S(1)","S2_oz(0%)_I/S(1.5)","s3_oz(0%_(I/S(1.5)","s3_oz(0%)_(s/I(2)","Oz5%_30sec_I/S(1)","Oz5%_90sec_I/S(1)","TEST 2","TEST 1","Oz5%_30sec_I/S(2)","Oz5%_90sec_I/S(2)","R2 TESTE","Oz 10%_30sec_I/S(1.5)","Oz10%_60sec_I/S(2)","Reactor 2 stages","Reactor 1 stage",
"Substrate VS/COD amount [g]",24.15,18.64,18.64,15.18,24.15,24.15,0,0,15.18,15.18,247.47,18.64,15.18,3.6,0.36,
"Inoculum VS/COD amount [g]",24.15,27.96,27.96,30.36,24.15,24.15,0,0,30.36,30.36,494.94,27.96,30.36,3.6,0.36,
"Type of unit [VS/COD]","VS","VS","VS","VS","VS","VS","COD","COD","VS","VS","COD","VS","VS","VS","COD",
"Headspace volume [ml]",150,150,150,150,150,150,0,0,150,150,5500,150,150,200,200,
"Assumed CH4 content [%]",0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,
"",
"Hour","S1_oz(0%)_I/S(1) Volume [Nml]","S2_oz(0%)_I/S(1.5) Volume [Nml]","s3_oz(0%_(I/S(1.5) Volume [Nml]","s3_oz(0%)_(s/I(2) Volume [Nml]","Oz5%_30sec_I/S(1) Volume [Nml]","Oz5%_90sec_I/S(1) Volume [Nml]","TEST 2 Volume [Nml]","TEST 1 Volume [Nml]","Oz5%_30sec_I/S(2) Volume [Nml]","Oz5%_90sec_I/S(2) Volume [Nml]","R2 TESTE Volume [Nml]","Oz 10%_30sec_I/S(1.5) Volume [Nml]","Oz10%_60sec_I/S(2) Volume [Nml]","Reactor 2 stages Volume [Nml]","Reactor 1 stage Volume [Nml]","S1_oz(0%)_I/S(1) Flow [Nml/hour]","S2_oz(0%)_I/S(1.5) Flow [Nml/hour]","s3_oz(0%_(I/S(1.5) Flow [Nml/hour]","s3_oz(0%)_(s/I(2) Flow [Nml/hour]","Oz5%_30sec_I/S(1) Flow [Nml/hour]","Oz5%_90sec_I/S(1) Flow [Nml/hour]","TEST 2 Flow [Nml/hour]","TEST 1 Flow [Nml/hour]","Oz5%_30sec_I/S(2) Flow [Nml/hour]","Oz5%_90sec_I/S(2) Flow [Nml/hour]","R2 TESTE Flow [Nml/hour]","Oz 10%_30sec_I/S(1.5) Flow [Nml/hour]","Oz10%_60sec_I/S(2) Flow [Nml/hour]","Reactor 2 stages Flow [Nml/hour]","Reactor 1 stage Flow [Nml/hour]",
0,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
1,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
2,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
3,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
4,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
5,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
6,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
7,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
8,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
9,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
10,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
11,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
12,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
13,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
14,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
15,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
16,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
17,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
18,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
19,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
20,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
21,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
22,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
23,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
24,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
25,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
26,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
27,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
28,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
29,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
30,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
31,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
32,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
33,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
34,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
35,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
36,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
37,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
38,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
39,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
40,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
41,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
42,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
43,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
44,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
45,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
46,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
47,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
48,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
49,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
50,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
51,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
52,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
53,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
54,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
55,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
56,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
57,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
58,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
59,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
60,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
61,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
62,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
63,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
64,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
65,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
66,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
67,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
68,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
69,"","","","","","","","","","","","","",0,0,"","","","","","","","","","","","","",0,0,
70,"","","","","","","","","","","","","",0,0.4,"","","","","","","","","","","","","",0,0.4,
71,"","","","","","","","","","","","","",0,0.9,"","","","","","","","","","","","","",0,0.5,
72,"","","","","","","","","","","","","",0,1.1,"","","","","","","","","","","","","",0,0.2,
73,"","","","","","","","","","","","","",0,1.1,"","","","","","","","","","","","","",0,0.1,
74,"","","","","","","","","","","","","",0,1.2,"","","","","","","","","","","","","",0,0.1,
75,"","","","","","","","","","","","","",0,1.2,"","","","","","","","","","","","","",0,0.1,
76,"","","","","","","","","","","","","",0,1.3,"","","","","","","","","","","","","",0,0.1,
77,"","","","","","","","","","","","","",0,1.3,"","","","","","","","","","","","","",0,0.1,
78,"","","","","","","","","","","","","",0,1.4,"","","","","","","","","","","","","",0,0.1,
79,"","","","","","","","","","","","","",0,1.4,"","","","","","","","","","","","","",0,0.1,
80,"","","","","","","","","","","","","",0,1.5,"","","","","","","","","","","","","",0,0.1,
81,"","","","","","","","","","","","","",0,1.5,"","","","","","","","","","","","","",0,0.1,
82,"","","","","","","","","","","","","",0,1.6,"","","","","","","","","","","","","",0,0.1,
83,"","","","","","","","","","","","","",0,1.6,"","","","","","","","","","","","","",0,0.1,
84,"","","","","","","","","","","","","",0,1.7,"","","","","","","","","","","","","",0,0.1,
85,"","","","","","","","","","","","","",0,1.7,"","","","","","","","","","","","","",0,0.1,
86,"","","","","","","","","","","","","",0,1.8,"","","","","","","","","","","","","",0,0.1,
87,"","","","","","","","","","","","","",0,1.8,"","","","","","","","","","","","","",0,0.1,
88,"","","","","","","","","","","","","",0,1.9,"","","","","","","","","","","","","",0,0.1,
89,"","","","","","","","","","","","","",0,1.9,"","","","","","","","","","","","","",0,0.1,
90,"","","","","","","","","","","","","",0,2,"","","","","","","","","","","","","",0,0.1,
91,"","","","","","","","","","","","","",0,2,"","","","","","","","","","","","","",0,0.1,
92,"","","","","","","","","","","","","",0,2.5,"","","","","","","","","","","","","",0,0.5,
93,"","","","","","","","","","","","","",0,3.1,"","","","","","","","","","","","","",0,0.6,
94,"","","","","","","","","","","","","",0,5.6,"","","","","","","","","","","","","",0,2.5,
95,"","","","","","","","","","","","","",0,6.7,"","","","","","","","","","","","","",0,1.1,
96,"","","","","","","","","","","","","",0,9.1,"","","","","","","","","","","","","",0,2.4,
97,"","","","","","","","","","","","","",0,9.2,"","","","","","","","","","","","","",0,0.1,
98,"","","","","","","","","","","","","",0,9.3,"","","","","","","","","","","","","",0,0.1,
99,"","","","","","","","","","","","","",0,9.4,"","","","","","","","","","","","","",0,0.1,
100,"","","","","","","","","","","","","",0,9.5,"","","","","","","","","","","","","",0,0.1,
101,"","","","","","","","","","","","","",0,9.6,"","","","","","","","","","","","","",0,0.1,
102,"","","","","","","","","","","","","",0,9.7,"","","","","","","","","","","","","",0,0.1,
103,"","","","","","","","","","","","","",0,9.8,"","","","","","","","","","","","","",0,0.1,
104,"","","","","","","","","","","","","",0,9.9,"","","","","","","","","","","","","",0,0.1,
105,"","","","","","","","","","","","","",0,10,"","","","","","","","","","","","","",0,0.1,
106,"","","","","","","","","","","","","",0,10.1,"","","","","","","","","","","","","",0,0.1,
107,"","","","","","","","","","","","","",0,10.2,"","","","","","","","","","","","","",0,0.1,
108,"","","","","","","","","","","","","",0,10.3,"","","","","","","","","","","","","",0,0.1,
109,"","","","","","","","","","","","","",0,10.4,"","","","","","","","","","","","","",0,0.1,
110,"","","","","","","","","","","","","",0,10.5,"","","","","","","","","","","","","",0,0.1,
111,"","","","","","","","","","","","","",0,10.6,"","","","","","","","","","","","","",0,0.1,
112,"","","","","","","","","","","","","",0,10.7,"","","","","","","","","","","","","",0,0.1,
113,"","","","","","","","","","","","","",0,10.8,"","","","","","","","","","","","","",0,0.1,
114,"","","","","","","","","","","","","",0,10.9,"","","","","","","","","","","","","",0,0.1,
115,"","","","","","","","","","","","","",0,11,"","","","","","","","","","","","","",0,0.1,
116,"","","","","","","","","","","","","",0,11.1,"","","","","","","","","","","","","",0,0.1,
117,"","","","","","","","","","","","","",0,11.2,"","","","","","","","","","","","","",0,0.1,
118,"","","","","","","","","","","","","",0,11.3,"","","","","","","","","","","","","",0,0.1,
119,"","","","","","","","","","","","","",0,11.5,"","","","","","","","","","","","","",0,0.2,
120,"","","","","","","","","","","","","",0,13.4,"","","","","","","","","","","","","",0,2,
121,"","","","","","","","","","","","","",0,15.3,"","","","","","","","","","","","","",0,1.9,
122,"","","","","","","","","","","","","",0,16.9,"","","","","","","","","","","","","",0,1.6,
123,"","","","","","","","","","","","","",0,17,"","","","","","","","","","","","","",0,0.2,
124,"","","","","","","","","","","","","",0,17.2,"","","","","","","","","","","","","",0,0.2,
125,"","","","","","","","","","","","","",0,17.3,"","","","","","","","","","","","","",0,0.2,
126,"","","","","","","","","","","","","",0,17.5,"","","","","","","","","","","","","",0,0.2,
127,"","","","","","","","","","","","","",0,17.7,"","","","","","","","","","","","","",0,0.2,
128,"","","","","","","","","","","","","",0,17.8,"","","","","","","","","","","","","",0,0.2,
129,"","","","","","","","","","","","","",0,18,"","","","","","","","","","","","","",0,0.2,
130,"","","","","","","","","","","","","",0,18.1,"","","","","","","","","","","","","",0,0.2,
131,"","","","","","","","","","","","","",0,18.3,"","","","","","","","","","","","","",0,0.2,
132,"","","","","","","","","","","","","",0,18.4,"","","","","","","","","","","","","",0,0.2,
133,"","","","","","","","","","","","","",0,18.6,"","","","","","","","","","","","","",0,0.2,
134,"","","","","","","","","","","","","",0,18.8,"","","","","","","","","","","","","",0,0.2,
135,"","","","","","","","","","","","","",0,18.9,"","","","","","","","","","","","","",0,0.2,
136,"","","","","","","","","","","","","",0,19.1,"","","","","","","","","","","","","",0,0.2,
137,"","","","","","","","","","","","","",0,19.2,"","","","","","","","","","","","","",0,0.2,
138,"","","","","","","","","","","","","",0,19.4,"","","","","","","","","","","","","",0,0.2,
139,"","","","","","","","","","","","","",0,19.5,"","","","","","","","","","","","","",0,0.2,
140,"","","","","","","","","","","","","",0,19.7,"","","","","","","","","","","","","",0,0.2,
141,"","","","","","","","","","","","","",0,19.8,"","","","","","","","","","","","","",0,0.2,
142,"","","","","","","","","","","","","",0,24.7,"","","","","","","","","","","","","",0,4.8,
143,"","","","","","","","","","","","","",0,27.2,"","","","","","","","","","","","","",0,2.6,
144,"","","","","","","","","","","","","",0,29.8,"","","","","","","","","","","","","",0,2.6,
145,"","","","","","","","","","","","","",0,32.8,"","","","","","","","","","","","","",0,3,
146,"","","","","","","","","","","","","",0,34.3,"","","","","","","","","","","","","",0,1.5,
147,"","","","","","","","","","","","","",0,34.5,"","","","","","","","","","","","","",0,0.2,
148,"","","","","","","","","","","","","",0,34.7,"","","","","","","","","","","","","",0,0.2,
149,"","","","","","","","","","","","","",0,34.9,"","","","","","","","","","","","","",0,0.2,
150,"","","","","","","","","","","","","",0,35.1,"","","","","","","","","","","","","",0,0.2,
151,"","","","","","","","","","","","","",0,35.3,"","","","","","","","","","","","","",0,0.2,
152,"","","","","","","","","","","","","",0,35.6,"","","","","","","","","","","","","",0,0.2,
153,"","","","","","","","","","","","","",0,35.8,"","","","","","","","","","","","","",0,0.2,
154,"","","","","","","","","","","","","",0,36,"","","","","","","","","","","","","",0,0.2,
155,"","","","","","","","","","","","","",0,36.2,"","","","","","","","","","","","","",0,0.2,
156,"","","","","","","","","","","","","",0,36.4,"","","","","","","","","","","","","",0,0.2,
157,"","","","","","","","","","","","","",0,36.6,"","","","","","","","","","","","","",0,0.2,
158,"","","","","","","","","","","","","",0,36.8,"","","","","","","","","","","","","",0,0.2,
159,"","","","","","","","","","","","","",0,37,"","","","","","","","","","","","","",0,0.2,
160,"","","","","","","","","","","","","",0,37.2,"","","","","","","","","","","","","",0,0.2,
161,"","","","","","","","","","","","","",0,37.4,"","","","","","","","","","","","","",0,0.2,
162,"","","","","","","","","","","","","",0,37.6,"","","","","","","","","","","","","",0,0.2,
163,"","","","","","","","","","","","","",0,37.8,"","","","","","","","","","","","","",0,0.2,
164,"","","","","","","","","","","","","",0,38,"","","","","","","","","","","","","",0,0.2,
165,"","","","","","","","","","","","","",0,38.9,"","","","","","","","","","","","","",0,0.9,
166,"","","","","","","","","","","","","",0,49.5,"","","","","","","","","","","","","",0,10.6,
167,"","","","","","","","","","","","","",0,53,"","","","","","","","","","","","","",0,3.5,
168,"","","","","","","","","","","","","",0,55.8,"","","","","","","","","","","","","",0,2.8,
169,"","","","","","","","","","","","","",0,56.2,"","","","","","","","","","","","","",0,0.5,
170,"","","","","","","","","","","","","",0,56.6,"","","","","","","","","","","","","",0,0.3,
171,"","","","","","","","","","","","","",0,56.9,"","","","","","","","","","","","","",0,0.3,
172,"","","","","","","","","","","","","",0,57.2,"","","","","","","","","","","","","",0,0.3,
173,"","","","","","","","","","","","","",0,57.5,"","","","","","","","","","","","","",0,0.3,
174,"","","","","","","","","","","","","",0,57.9,"","","","","","","","","","","","","",0,0.3,
175,"","","","","","","","","","","","","",0,58.2,"","","","","","","","","","","","","",0,0.3,
176,"","","","","","","","","","","","","",0,58.5,"","","","","","","","","","","","","",0,0.3,
177,"","","","","","","","","","","","","",0,58.9,"","","","","","","","","","","","","",0,0.3,
178,"","","","","","","","","","","","","",0,59.2,"","","","","","","","","","","","","",0,0.3,
179,"","","","","","","","","","","","","",0,59.5,"","","","","","","","","","","","","",0,0.3,
180,"","","","","","","","","","","","","",0,59.9,"","","","","","","","","","","","","",0,0.3,
181,"","","","","","","","","","","","","",0,60.2,"","","","","","","","","","","","","",0,0.3,
182,"","","","","","","","","","","","","",0,60.5,"","","","","","","","","","","","","",0,0.3,
183,"","","","","","","","","","","","","",0,61,"","","","","","","","","","","","","",0,0.5,
184,"","","","","","","","","","","","","",0,61.7,"","","","","","","","","","","","","",0,0.7,
185,"","","","","","","","","","","","","",0,62.4,"","","","","","","","","","","","","",0,0.7,
186,"","","","","","","","","","","","","",0,63.2,"","","","","","","","","","","","","",0,0.7,
187,"","","","","","","","","","","","","",0,63.9,"","","","","","","","","","","","","",0,0.7,
188,"","","","","","","","","","","","","",0,64.6,"","","","","","","","","","","","","",0,0.7,
189,"","","","","","","","","","","","","",0,65.3,"","","","","","","","","","","","","",0,0.7,
190,"","","","","","","","","","","","","",0,74.1,"","","","","","","","","","","","","",0,8.9,
191,"","","","","","","","","","","","","",0,116.8,"","","","","","","","","","","","","",0,42.7,
192,"","","","","","","","","","","","","",0,124.6,"","","","","","","","","","","","","",0,7.8,
193,"","","","","","","","","","","","","",0,128.6,"","","","","","","","","","","","","",0,4,
194,"","","","","","","","","","","","","",0,128.9,"","","","","","","","","","","","","",0,0.3,
195,"","","","","","","","","","","","","",0,129.2,"","","","","","","","","","","","","",0,0.3,
196,"","","","","","","","","","","","","",0,129.5,"","","","","","","","","","","","","",0,0.3,
197,"","","","","","","","","","","","","",0,129.8,"","","","","","","","","","","","","",0,0.3,
198,"","","","","","","","","","","","","",0,130.1,"","","","","","","","","","","","","",0,0.3,
199,"","","","","","","","","","","","","",0,130.3,"","","","","","","","","","","","","",0,0.3,
200,"","","","","","","","","","","","","",0,130.6,"","","","","","","","","","","","","",0,0.3,
201,"","","","","","","","","","","","","",0,130.9,"","","","","","","","","","","","","",0,0.3,
202,"","","","","","","","","","","","","",0,131.2,"","","","","","","","","","","","","",0,0.3,
203,"","","","","","","","","","","","","",0,131.5,"","","","","","","","","","","","","",0,0.3,
204,"","","","","","","","","","","","","",0,131.8,"","","","","","","","","","","","","",0,0.3,
205,"","","","","","","","","","","","","",0,132,"","","","","","","","","","","","","",0,0.3,
206,"","","","","","","","","","","","","",0,132.3,"","","","","","","","","","","","","",0,0.3,
207,"","","","","","","","","","","","","",0,132.6,"","","","","","","","","","","","","",0,0.3,
208,"","","","","","","","","","","","","",0,132.9,"","","","","","","","","","","","","",0,0.3,
209,"","","","","","","","","","","","","",0,133.2,"","","","","","","","","","","","","",0,0.3,
210,"","","","","","","","","","","","","",0,133.5,"","","","","","","","","","","","","",0,0.3,
211,"","","","","","","","","","","","","",0,133.7,"","","","","","","","","","","","","",0,0.3,
212,"","","","","","","","","","","","","",0,134,"","","","","","","","","","","","","",0,0.3,
213,"","","","","","","","","","","","","",0,134.3,"","","","","","","","","","","","","",0,0.3,
214,"","","","","","","","","","","","","",0,136.7,"","","","","","","","","","","","","",0,2.4,
215,"","","","","","","","","","","","","",0,143.7,"","","","","","","","","","","","","",0,7,
216,"","","","","","","","","","","","","",0,149.1,"","","","","","","","","","","","","",0,5.4,
217,"","","","","","","","","","","","","",0,153.8,"","","","","","","","","","","","","",0,4.8,
218,"","","","","","","","","","","","","",0,157.3,"","","","","","","","","","","","","",0,3.5,
219,"","","","","","","","","","","","","",0,160.5,"","","","","","","","","","","","","",0,3.1,
220,"","","","","","","","","","","","","",0,163.1,"","","","","","","","","","","","","",0,2.7,
221,"","","","","","","","","","","","","",0,165.7,"","","","","","","","","","","","","",0,2.6,
222,"","","","","","","","","","","","","",0,167.5,"","","","","","","","","","","","","",0,1.8,
223,"","","","","","","","","","","","","",0,169.4,"","","","","","","","","","","","","",0,1.8,
224,"","","","","","","","","","","","","",0,171.2,"","","","","","","","","","","","","",0,1.8,
225,"","","","","","","","","","","","","",0,172.4,"","","","","","","","","","","","","",0,1.2,
226,"","","","","","","","","","","","","",0,173.1,"","","","","","","","","","","","","",0,0.7,
227,"","","","","","","","","","","","","",0,173.9,"","","","","","","","","","","","","",0,0.7,
228,"","","","","","","","","","","","","",0,174.6,"","","","","","","","","","","","","",0,0.7,
229,"","","","","","","","","","","","","",0,175.4,"","","","","","","","","","","","","",0,0.7,
230,"","","","","","","","","","","","","",0,176.1,"","","","","","","","","","","","","",0,0.7,
231,"","","","","","","","","","","","","",0,176.9,"","","","","","","","","","","","","",0,0.7,
232,"","","","","","","","","","","","","",0,177.6,"","","","","","","","","","","","","",0,0.7,
233,"","","","","","","","","","","","","",0,178.4,"","","","","","","","","","","","","",0,0.8,
234,"","","","","","","","","","","","","",0,179.8,"","","","","","","","","","","","","",0,1.5,
235,"","","","","","","","","","","","","",0,181.3,"","","","","","","","","","","","","",0,1.5,
236,"","","","","","","","","","","","","",0,182.8,"","","","","","","","","","","","","",0,1.5,
237,"","","","","","","","","","","","","",0,184.3,"","","","","","","","","","","","","",0,1.5,
238,"","","","","","","","","","","","","",0,198.3,"","","","","","","","","","","","","",0,14,
239,"","","","","","","","","","","","","",0,207.8,"","","","","","","","","","","","","",0,9.5,
240,"","","","","","","","","","","","","",0,217.4,"","","","","","","","","","","","","",0,9.6,
241,"","","","","","","","","","","","","",0,222.8,"","","","","","","","","","","","","",0,5.5,
242,"","","","","","","","","","","","","",0,226.8,"","","","","","","","","","","","","",0,4,
243,"","","","","","","","","","","","","",0,230.2,"","","","","","","","","","","","","",0,3.3,
244,"","","","","","","","","","","","","",0,232.8,"","","","","","","","","","","","","",0,2.6,
245,"","","","","","","","","","","","","",0,235,"","","","","","","","","","","","","",0,2.2,
246,"","","","","","","","","","","","","",0,237.3,"","","","","","","","","","","","","",0,2.2,
247,"","","","","","","","","","","","","",0,238.7,"","","","","","","","","","","","","",0,1.4,
248,"","","","","","","","","","","","","",0,239.6,"","","","","","","","","","","","","",0,1,
249,"","","","","","","","","","","","","",0,240.6,"","","","","","","","","","","","","",0,1,
250,"","","","","","","","","","","","","",0,241.6,"","","","","","","","","","","","","",0,1,
251,"","","","","","","","","","","","","",0,242.5,"","","","","","","","","","","","","",0,1,
252,"","","","","","","","","","","","","",0,243.5,"","","","","","","","","","","","","",0,1,
253,"","","","","","","","","","","","","",0,244.4,"","","","","","","","","","","","","",0,1,
254,"","","","","","","","","","","","","",0,245.4,"","","","","","","","","","","","","",0,0.9,
255,"","","","","","","","","","","","","",0,246.2,"","","","","","","","","","","","","",0,0.9,
256,"","","","","","","","","","","","","",0,247.1,"","","","","","","","","","","","","",0,0.9,
257,"","","","","","","","","","","","","",0,247.9,"","","","","","","","","","","","","",0,0.9,
258,"","","","","","","","","","","","","",0,248.8,"","","","","","","","","","","","","",0,0.9,
259,"","","","","","","","","","","","","",0,249.6,"","","","","","","","","","","","","",0,0.9,
260,"","","","","","","","","","","","","",0,250.5,"","","","","","","","","","","","","",0,0.9,
261,"","","","","","","","","","","","","",0,251.4,"","","","","","","","","","","","","",0,0.9,
262,"","","","","","","","","","","","","",0,256.9,"","","","","","","","","","","","","",0,5.6,
263,"","","","","","","","","","","","","",0,265.6,"","","","","","","","","","","","","",0,8.7,
264,"","","","","","","","","","","","","",0,267.9,"","","","","","","","","","","","","",0,2.3,
265,"","","","","","","","","","","","","",0,270.2,"","","","","","","","","","","","","",0,2.3,
266,"","","","","","","","","","","","","",0,272.4,"","","","","","","","","","","","","",0,2.2,
267,"","","","","","","","","","","","","",0,272.9,"","","","","","","","","","","","","",0,0.5,
268,"","","","","","","","","","","","","",0,273.4,"","","","","","","","","","","","","",0,0.5,
269,"","","","","","","","","","","","","",0,273.9,"","","","","","","","","","","","","",0,0.5,
270,"","","","","","","","","","","","","",0,274.4,"","","","","","","","","","","","","",0,0.5,
271,"","","","","","","","","","","","","",0,274.9,"","","","","","","","","","","","","",0,0.5,
272,"","","","","","","","","","","","","",0,275.4,"","","","","","","","","","","","","",0,0.5,
273,"","","","","","","","","","","","","",0,275.9,"","","","","","","","","","","","","",0,0.5,
274,"","","","","","","","","","","","","",0,276.4,"","","","","","","","","","","","","",0,0.5,
275,"","","","","","","","","","","","","",0,276.9,"","","","","","","","","","","","","",0,0.5,
276,"","","","","","","","","","","","","",0,277.5,"","","","","","","","","","","","","",0,0.5,
277,"","","","","","","","","","","","","",0,278,"","","","","","","","","","","","","",0,0.5,
278,"","","","","","","","","","","","","",0,278.5,"","","","","","","","","","","","","",0,0.5,
279,"","","","","","","","","","","","","",0,279,"","","","","","","","","","","","","",0,0.5,
280,"","","","","","","","","","","","","",0,279.7,"","","","","","","","","","","","","",0,0.7,
281,"","","","","","","","","","","","","",0,280.9,"","","","","","","","","","","","","",0,1.2,
282,"","","","","","","","","","","","","",0,282.1,"","","","","","","","","","","","","",0,1.2,
283,"","","","","","","","","","","","","",0,283.4,"","","","","","","","","","","","","",0,1.2,
284,"","","","","","","","","","","","","",0,284.6,"","","","","","","","","","","","","",0,1.2,
285,"","","","","","","","","","","","","",0,285.8,"","","","","","","","","","","","","",0,1.2,
286,"","","","","","","","","","","","","",0,296.4,"","","","","","","","","","","","","",0,10.5,
287,"","","","","","","","","","","","","",0,301.4,"","","","","","","","","","","","","",0,5.1,
288,"","","","","","","","","","","","","",0,305.8,"","","","","","","","","","","","","",0,4.4,
289,"","","","","","","","","","","","","",0,308.3,"","","","","","","","","","","","","",0,2.5,
290,"","","","","","","","","","","","","",0,309.7,"","","","","","","","","","","","","",0,1.4,
291,"","","","","","","","","","","","","",0,311.1,"","","","","","","","","","","","","",0,1.4,
292,"","","","","","","","","","","","","",0,312.5,"","","","","","","","","","","","","",0,1.4,
293,"","","","","","","","","","","","","",0,313.9,"","","","","","","","","","","","","",0,1.4,
294,"","","","","","","","","","","","","",0,314.9,"","","","","","","","","","","","","",0,0.9,
295,"","","","","","","","","","","","","",0,315.6,"","","","","","","","","","","","","",0,0.7,
296,"","","","","","","","","","","","","",0,316.3,"","","","","","","","","","","","","",0,0.7,
297,"","","","","","","","","","","","","",0,317,"","","","","","","","","","","","","",0,0.7,
298,"","","","","","","","","","","","","",0,317.7,"","","","","","","","","","","","","",0,0.7,
299,"","","","","","","","","","","","","",0,318.4,"","","","","","","","","","","","","",0,0.7,
