Hour,Volume (NmL),Flow (nML/h)
901.25,1301,1.5
901.5,1301.3,1.5
901.75,1301.7,1.5
902,1302,1.5
902.25,1302.4,1.5
902.5,1302.8,1.5
902.75,1303.1,1.5
903,1303.5,1.5
903.25,1303.9,1.5
903.5,1304.2,1.5
903.75,1304.6,1.5
904,1305,1.5
904.25,1305.3,1.5
904.5,1305.7,1.5
904.75,1306,1.5
905,1306.4,1.5
905.25,1306.8,1.5
905.5,1307.1,1.5
905.75,1307.5,1.5
906,1307.9,1.5
906.25,1308.2,1.5
906.5,1308.6,1.5
906.75,1309,1.5
907,1309.3,1.5
907.25,1309.7,1.5
907.5,1310,1.5
907.75,1310.4,1.5
908,1310.8,1.5
908.25,1311.1,1.5
908.5,1311.5,1.5
908.75,1311.9,1.5
909,1312.2,1.5
909.25,1316.5,17.1
909.5,1327.2,42.8
909.75,1327.8,2.2
910,1328.3,2.2
910.25,1328.9,2.2
910.5,1329.4,2.2
910.75,1330,2.2
911,1330.5,2.2
911.25,1331.1,2.2
911.5,1331.6,2.2
911.75,1332.2,2.2
912,1332.7,2.2
912.25,1333.3,2.2
912.5,1333.9,2.2
912.75,1334.4,2.2
913,1335.1,2.6
913.25,1335.7,2.6
913.5,1336.4,2.6
913.75,1337,2.6
914,1337.7,2.6
914.25,1338.3,2.6
914.5,1339,2.6
914.75,1339.6,2.6
915,1340.3,2.6
915.25,1340.9,2.6
915.5,1341.6,2.6
915.75,1342.1,2.3
916,1342.7,2.1
916.25,1343.2,2.1
916.5,1343.7,2.1
916.75,1344.3,2.1
917,1344.8,2.1
917.25,1345.3,2.1
917.5,1345.9,2.1
917.75,1346.4,2.1
918,1346.9,2.1
918.25,1347.5,2.1
918.5,1348,2.1
918.75,1348.5,2.1
919,1349.1,2.1
919.25,1349.5,1.6
919.5,1349.9,1.6
919.75,1350.3,1.6
920,1350.7,1.6
920.25,1351.1,1.6
920.5,1351.4,1.6
920.75,1351.8,1.6
921,1352.2,1.6
921.25,1352.6,1.6
921.5,1353,1.6
921.75,1353.4,1.6
922,1353.8,1.6
922.25,1354.2,1.6
922.5,1354.6,1.6
922.75,1355,1.6
923,1355.4,1.6
923.25,1355.7,1.6
923.5,1356.1,1.6
923.75,1356.5,1.6
924,1356.9,1.3
924.25,1357.2,1.3
924.5,1357.5,1.3
924.75,1357.8,1.3
925,1358.1,1.3
925.25,1358.4,1.3
925.5,1358.8,1.3
925.75,1359.1,1.3
926,1359.4,1.3
926.25,1359.7,1.3
926.5,1360,1.3
926.75,1360.4,1.3
927,1360.7,1.3
927.25,1361,1.3
927.5,1361.3,1.3
927.75,1361.6,1.3
928,1361.9,1.3
928.25,1362.3,1.3
928.5,1362.6,1.3
928.75,1362.9,1.3
929,1363.2,1.3
929.25,1363.5,1.3
929.5,1363.9,1.3
929.75,1364.3,1.8
930,1364.8,1.9
930.25,1365.3,1.9
930.5,1365.8,1.9
930.75,1366.2,1.9
931,1366.7,1.9
931.25,1367.2,1.9
931.5,1367.7,1.9
931.75,1368.2,1.9
932,1368.7,1.9
932.25,1369.2,1.9
932.5,1369.6,1.9
932.75,1370.1,1.9
933,1370.6,1.9
933.25,1371.1,1.9
933.5,1379.1,32.1
933.75,1380,3.5
934,1380.9,3.5
934.25,1381.7,3.5
934.5,1382.6,3.5
934.75,1383.5,3.5
935,1384.4,3.5
935.25,1385.2,3.5
935.5,1386.1,3.5
935.75,1387,3.4
936,1387.8,3.4
936.25,1388.7,3.4
936.5,1389.5,3.4
936.75,1390.3,3.4
937,1391.2,3.4
937.25,1392,3.4
937.5,1392.9,3.4
937.75,1393.7,3.2
938,1394.3,2.4
938.25,1394.9,2.4
938.5,1395.5,2.4
938.75,1396.1,2.4
939,1396.7,2.4
939.25,1397.3,2.4
939.5,1397.9,2.4
939.75,1398.5,2.4
940,1399.2,2.4
940.25,1399.8,2.4
940.5,1400.4,2.4
940.75,1401,2.4
941,1401.4,1.7
941.25,1401.8,1.7
941.5,1402.2,1.7
941.75,1402.7,1.7
942,1403.1,1.7
942.25,1403.5,1.7
942.5,1403.9,1.7
942.75,1404.4,1.7
943,1404.8,1.7
943.25,1405.2,1.7
943.5,1405.6,1.7
943.75,1406,1.7
944,1406.5,1.7
944.25,1406.9,1.7
944.5,1407.3,1.7
944.75,1407.7,1.7
945,1408.2,1.7
945.25,1408.6,1.6
945.5,1408.9,1.5
945.75,1409.3,1.5
946,1409.7,1.5
946.25,1410,1.5
946.5,1410.4,1.5
946.75,1410.7,1.5
947,1411.1,1.5
947.25,1411.5,1.5
947.5,1411.8,1.5
947.75,1412.2,1.5
948,1412.6,1.5
948.25,1412.9,1.5
948.5,1413.3,1.5
948.75,1413.7,1.5
949,1414,1.5
949.25,1414.4,1.5
949.5,1414.8,1.5
949.75,1415.1,1.5
950,1415.5,1.5
950.25,1415.9,1.5
950.5,1416.2,1.5
950.75,1416.6,1.5
951,1417,1.5
951.25,1417.4,1.5
951.5,1417.7,1.5
951.75,1418.1,1.5
952,1418.5,1.5
952.25,1418.8,1.5
952.5,1419.2,1.5
952.75,1419.6,1.5
953,1420,1.5
953.25,1420.3,1.5
953.5,1420.7,1.5
953.75,1421.1,1.5
954,1421.4,1.5
954.25,1421.8,1.5
954.5,1422.2,1.5
954.75,1422.6,1.5
955,1422.9,1.5
955.25,1423.5,2.2
955.5,1424.3,3.3
955.75,1425.2,3.3
956,1426,3.3
956.25,1426.8,3.3
956.5,1427.7,3.3
956.75,1428.5,3.3
957,1429.3,3.3
957.25,1430.2,3.3
957.5,1438.3,32.8
957.75,1439.2,3.5
958,1440.1,3.5
958.25,1440.9,3.5
958.5,1441.8,3.5
958.75,1442.7,3.5
959,1443.5,3.5
959.25,1444.4,3.5
959.5,1445.3,3.5
959.75,1446,2.8
960,1446.6,2.7
960.25,1447.3,2.7
960.5,1448,2.7
960.75,1448.6,2.7
961,1449.3,2.7
961.25,1450,2.7
961.5,1450.7,2.7
961.75,1451.3,2.7
962,1452,2.7
962.25,1452.7,2.7
962.5,1453.1,1.9
962.75,1453.6,1.8
963,1454,1.8
963.25,1454.5,1.8
963.5,1454.9,1.8
963.75,1455.3,1.8
964,1455.8,1.8
964.25,1456.2,1.8
964.5,1456.6,1.8
964.75,1457.1,1.8
965,1457.5,1.8
965.25,1458,1.8
965.5,1458.4,1.8
965.75,1458.8,1.8
966,1459.3,1.8
966.25,1459.7,1.8
966.5,1460.2,1.7
966.75,1460.5,1.3
967,1460.8,1.3
967.25,1461.1,1.3
967.5,1461.5,1.3
967.75,1461.8,1.3
968,1462.1,1.3
968.25,1462.4,1.3
968.5,1462.8,1.3
968.75,1463.1,1.3
969,1463.4,1.3
969.25,1463.7,1.3
969.5,1464.1,1.3
969.75,1464.4,1.3
970,1464.7,1.3
970.25,1465,1.3
970.5,1465.4,1.3
970.75,1465.7,1.3
971,1466,1.3
971.25,1466.4,1.3
971.5,1466.7,1.3
971.75,1467,1.3
972,1467.3,1.3
972.25,1467.6,1.2
972.5,1467.9,1.1
972.75,1468.2,1.1
973,1468.4,1.1
973.25,1468.7,1.1
973.5,1469,1.1
973.75,1469.2,1.1
974,1469.5,1.1
974.25,1469.8,1.1
974.5,1470,1.1
974.75,1470.3,1.1
975,1470.6,1.1
975.25,1470.8,1.1
975.5,1471.1,1.1
975.75,1471.4,1.1
976,1471.6,1.1
976.25,1471.9,1.1
976.5,1472.1,1.1
976.75,1472.4,1.1
977,1472.7,1.1
977.25,1472.9,1.1
977.5,1473.2,1.1
977.75,1473.5,1.1
978,1473.7,1.1
978.25,1474,1.1
978.5,1474.3,1.1
978.75,1474.5,1.1
979,1474.8,1.1
979.25,1475.3,2.1
979.5,1476.1,3.3
979.75,1477,3.3
980,1477.8,3.3
980.25,1478.6,3.3
980.5,1479.5,3.3
980.75,1480.3,3.3
981,1481.1,3.3
981.25,1482,3.3
981.5,1490.2,32.9
981.75,1491.1,3.6
982,1492,3.6
982.25,1492.9,3.6
982.5,1493.8,3.6
982.75,1494.7,3.6
983,1495.6,3.6
983.25,1496.5,3.6
983.5,1497.4,3.4
983.75,1498.1,2.9
984,1498.8,2.9
984.25,1499.5,2.9
984.5,1500.3,2.9
984.75,1501,2.9
985,1501.7,2.9
985.25,1502.4,2.9
985.5,1503.1,2.9
985.75,1503.9,2.9
986,1504.6,2.9
986.25,1505,1.5
986.5,1505.3,1.5
986.75,1505.7,1.5
987,1506.1,1.5
987.25,1506.4,1.5
987.5,1506.8,1.5
987.75,1507.2,1.5
988,1507.6,1.5
988.25,1507.9,1.5
988.5,1508.3,1.5
988.75,1508.7,1.5
989,1509,1.5
989.25,1509.4,1.5
989.5,1509.8,1.5
989.75,1510.2,1.5
990,1510.5,1.5
990.25,1510.9,1.5
990.5,1511.3,1.5
990.75,1511.6,1.5
991,1512,1.5
991.25,1512.3,1.1
991.5,1512.6,1.1
991.75,1512.8,1.1
992,1513.1,1.1
992.25,1513.4,1.1
992.5,1513.7,1.1
992.75,1513.9,1.1
993,1514.2,1.1
993.25,1514.5,1.1
993.5,1514.8,1.1
993.75,1515,1.1
994,1515.3,1.1
994.25,1515.6,1.1
994.5,1515.9,1.1
994.75,1516.2,1.1
995,1516.4,1.1
995.25,1516.7,1.1
995.5,1517,1.1
995.75,1517.3,1.1
996,1517.5,1.1
996.25,1517.8,1.1
996.5,1518.1,1.1
996.75,1518.4,1.1
997,1518.6,1.1
997.25,1518.9,1.1
997.5,1519.2,1.1
997.75,1519.5,1.1
998,1519.8,1.1
998.25,1520,1.1
998.5,1520.3,1.1
998.75,1520.6,1.1
999,1520.9,1.1
999.25,1521.2,1.1
999.5,1521.5,1.1
999.75,1521.7,1.1
1000,1522,1.1
1000.25,1522.3,1.1
1000.5,1522.6,1.1
1000.75,1522.9,1.1
1001,1523.2,1.1
1001.25,1523.5,1.1
1001.5,1523.7,1.1
1001.75,1524,1.1
1002,1524.3,1.1
1002.25,1524.6,1.1
1002.5,1524.9,1.1
1002.75,1525.2,1.1
1003,1525.4,1.1
1003.25,1525.7,1.1
1003.5,1526,1.1
1003.75,1526.3,1.1
1004,1526.6,1.1
1004.25,1526.9,1.3
1004.5,1528.5,6.5
1004.75,1530.1,6.5
1005,1531.7,6.5
1005.25,1533.4,6.5
1005.5,1534.9,6.1
1005.75,1536.3,5.7
1006,1537.7,5.7
1006.25,1539.1,5.7
1006.5,1540.6,5.7
1006.75,1541.9,5.3
1007,1542.8,3.7
1007.25,1543.7,3.7
1007.5,1544.6,3.7
1007.75,1545.6,3.7
1008,1546.5,3.7
1008.25,1547.4,3.7
1008.5,1548.3,3.7
1008.75,1549.2,3.3
1009,1549.6,1.8
1009.25,1550.1,1.8
1009.5,1550.5,1.8
1009.75,1551,1.8
1010,1551.4,1.8
1010.25,1551.8,1.8
1010.5,1552.3,1.8
1010.75,1552.7,1.8
1011,1553.2,1.8
1011.25,1553.6,1.8
1011.5,1554.1,1.8
1011.75,1554.5,1.8
1012,1555,1.8
1012.25,1555.4,1.8
1012.5,1555.9,1.8
1012.75,1556.3,1.8
1013,1556.7,1.5
1013.25,1557,1.3
1013.5,1557.3,1.3
1013.75,1557.7,1.3
1014,1558,1.3
1014.25,1558.4,1.3
1014.5,1558.7,1.3
1014.75,1559,1.3
1015,1559.4,1.3
1015.25,1559.7,1.3
1015.5,1560,1.3
1015.75,1560.4,1.3
1016,1560.7,1.3
1016.25,1561,1.3
1016.5,1561.4,1.3
1016.75,1561.7,1.3
1017,1562.1,1.3
1017.25,1562.4,1.3
1017.5,1562.7,1.3
1017.75,1563.1,1.3
1018,1563.4,1.3
1018.25,1563.7,1.3
1018.5,1564,1.2
1018.75,1564.3,1.1
1019,1564.6,1.1
1019.25,1564.8,1.1
1019.5,1565.1,1.1
1019.75,1565.4,1.1
1020,1565.7,1.1
1020.25,1565.9,1.1
1020.5,1566.2,1.1
1020.75,1566.5,1.1
1021,1566.7,1.1
1021.25,1567,1.1
1021.5,1567.3,1.1
1021.75,1567.5,1.1
1022,1567.8,1.1
1022.25,1568.1,1.1
1022.5,1568.4,1.1
1022.75,1568.6,1.1
1023,1568.9,1.1
1023.25,1569.2,1.1
1023.5,1569.4,1.1
1023.75,1569.7,1.1
1024,1570,1.1
1024.25,1570.3,1.1
1024.5,1570.5,1.1
1024.75,1570.8,1.1
1025,1571.1,1.1
1025.25,1571.4,1.2
1025.5,1571.8,1.8
1025.75,1572.3,1.8
1026,1572.7,1.8
1026.25,1573.1,1.8
1026.5,1573.6,1.8
1026.75,1574,1.8
1027,1574.5,1.8
1027.25,1574.9,1.8
1027.5,1575.4,1.8
1027.75,1575.8,1.8
1028,1576.3,1.8
1028.25,1576.7,1.8
1028.5,1577.1,1.8
1028.75,1577.6,1.8
1029,1578,1.8
1029.25,1578.5,1.8
1029.5,1586.7,32.7
1029.75,1587.9,4.8
1030,1589.1,4.8
1030.25,1590.3,4.8
1030.5,1591.5,4.8
1030.75,1592.7,4.8
1031,1593.8,4.6
1031.25,1594.8,4.1
1031.5,1595.9,4.1
1031.75,1596.9,4.1
1032,1597.9,4.1
1032.25,1598.9,4.1
1032.5,1599.9,4.1
1032.75,1600.9,3.8
1033,1601.3,1.6
1033.25,1601.7,1.6
1033.5,1602.1,1.6
1033.75,1602.5,1.6
1034,1602.9,1.6
1034.25,1603.3,1.6
1034.5,1603.8,1.6
1034.75,1604.2,1.6
1035,1604.6,1.6
1035.25,1605,1.6
1035.5,1605.4,1.6
1035.75,1605.8,1.6
1036,1606.2,1.6
1036.25,1606.6,1.6
1036.5,1607,1.6
1036.75,1607.4,1.6
1037,1607.8,1.6
1037.25,1608.2,1.6
1037.5,1608.5,1
1037.75,1608.7,1
1038,1609,1
1038.25,1609.2,1
1038.5,1609.4,1
1038.75,1609.7,1
1039,1609.9,1
1039.25,1610.2,1
1039.5,1610.4,1
1039.75,1610.6,1
1040,1610.9,1
1040.25,1611.1,1
1040.5,1611.4,1
1040.75,1611.6,1
1041,1611.8,1
1041.25,1612.1,1
1041.5,1612.3,1
1041.75,1612.6,1
1042,1612.8,1
1042.25,1613,1
1042.5,1613.3,1
1042.75,1613.5,1
1043,1613.8,1
1043.25,1614,1
1043.5,1614.2,1
1043.75,1614.5,1
1044,1614.7,1
1044.25,1615,1
1044.5,1615.2,1
1044.75,1615.4,1
1045,1615.7,0.9
1045.25,1615.9,0.9
1045.5,1616.1,0.9
1045.75,1616.4,0.9
1046,1616.6,0.9
1046.25,1616.8,0.9
1046.5,1617.1,0.9
1046.75,1617.3,0.9
1047,1617.5,0.9
1047.25,1617.8,0.9
1047.5,1618,0.9
1047.75,1618.2,0.9
1048,1618.5,0.9
1048.25,1618.7,0.9
1048.5,1618.9,0.9
1048.75,1619.2,0.9
1049,1619.4,0.9
1049.25,1619.6,0.9
1049.5,1619.9,0.9
1049.75,1620.1,0.9
1050,1620.3,0.9
1050.25,1620.6,0.9
1050.5,1620.8,0.9
1050.75,1621,0.9
1051,1621.2,0.9
1051.25,1621.5,0.9
1051.5,1621.7,0.9
1051.75,1621.9,0.9
1052,1622.2,0.9
1052.25,1622.4,0.9
1052.5,1622.6,0.9
1052.75,1622.9,0.9
1053,1624.8,7.9
1053.25,1628.5,14.7
1053.5,1638.1,38.4
1053.75,1638.9,3.2
1054,1639.7,3.2
1054.25,1640.5,3.2
1054.5,1641.3,3.2
1054.75,1642.1,3.2
1055,1642.9,3.2
1055.25,1643.7,3.2
1055.5,1644.5,3.2
1055.75,1645.3,3.1
1056,1645.9,2.5
1056.25,1646.6,2.5
1056.5,1647.2,2.5
1056.75,1647.8,2.5
1057,1648.5,2.5
1057.25,1649.1,2.5
1057.5,1649.7,2.5
1057.75,1650.4,2.5
1058,1651,2.5
1058.25,1651.6,2.5
1058.5,1652.3,2.5
1058.75,1652.7,1.6
1059,1652.9,0.9
1059.25,1653.1,0.9
1059.5,1653.4,0.9
1059.75,1653.6,0.9
1060,1653.9,0.9
1060.25,1654.1,0.9
1060.5,1654.3,0.9
1060.75,1654.6,0.9
1061,1654.8,0.9
1061.25,1655,0.9
1061.5,1655.3,0.9
1061.75,1655.5,0.9
1062,1655.7,0.9
1062.25,1656,0.9
1062.5,1656.2,0.9
1062.75,1656.5,0.9
1063,1656.7,0.9
1063.25,1656.9,0.9
1063.5,1657.2,0.9
1063.75,1657.4,0.9
1064,1657.6,0.9
1064.25,1657.9,0.9
1064.5,1658.1,0.9
1064.75,1658.3,0.9
1065,1658.6,0.9
1065.25,1658.8,0.9
1065.5,1659,0.9
1065.75,1659.3,0.9
1066,1659.5,0.9
1066.25,1659.8,0.9
1066.5,1660,0.9
1066.75,1660.2,0.8
1067,1660.4,0.8
1067.25,1660.5,0.8
1067.5,1660.7,0.8
1067.75,1660.9,0.8
1068,1661.1,0.8
1068.25,1661.3,0.8
1068.5,1661.5,0.8
1068.75,1661.7,0.8
1069,1661.9,0.8
1069.25,1662.1,0.8
1069.5,1662.2,0.8
1069.75,1662.4,0.8
1070,1662.6,0.8
1070.25,1662.8,0.8
1070.5,1663,0.8
1070.75,1663.2,0.8
1071,1663.4,0.8
1071.25,1663.6,0.8
1071.5,1663.8,0.8
1071.75,1663.9,0.8
1072,1664.1,0.8
1072.25,1664.3,0.8
1072.5,1664.5,0.8
1072.75,1664.7,0.8
1073,1664.9,0.8
1073.25,1665.1,0.8
1073.5,1665.3,0.8
1073.75,1665.5,0.8
1074,1665.6,0.8
1074.25,1665.8,0.8
1074.5,1666,0.8
1074.75,1666.2,0.8
1075,1666.4,0.8
1075.25,1666.6,0.8
1075.5,1666.8,0.8
1075.75,1667,0.8
1076,1667.1,0.8
1076.25,1667.3,0.8
1076.5,1669,6.5
1076.75,1670.6,6.6
1077,1672.3,6.6
1077.25,1673.9,6.6
1077.5,1682.5,34.5
1077.75,1683.4,3.5
1078,1684.3,3.5
1078.25,1685.2,3.5
1078.5,1686.1,3.5
1078.75,1687,3.5
1079,1687.9,3.5
1079.25,1688.7,3.5
1079.5,1689.6,3.5
1079.75,1690.3,2.9
1080,1691.1,2.9
1080.25,1691.8,2.9
1080.5,1692.5,2.9
1080.75,1693.2,2.9
1081,1694,2.9
1081.25,1694.7,2.9
1081.5,1695.4,2.9
1081.75,1696.1,2.9
1082,1696.9,2.9
1082.25,1697.2,1.5
1082.5,1697.6,1.3
1082.75,1697.9,1.3
1083,1698.2,1.3
1083.25,1698.5,1.3
1083.5,1698.9,1.3
1083.75,1699.2,1.3
1084,1699.5,1.3
1084.25,1699.8,1.3
1084.5,1700.1,1.3
1084.75,1700.5,1.3
1085,1700.8,1.3
1085.25,1701.1,1.3
1085.5,1701.4,1.3
1085.75,1701.8,1.3
1086,1702.1,1.3
1086.25,1702.4,1.3
1086.5,1702.7,1.3
1086.75,1703.1,1.3
1087,1703.4,1.3
1087.25,1703.7,1.3
1087.5,1704,1.3
1087.75,1704.3,1.3
1088,1704.6,1.1
1088.25,1704.9,1.1
1088.5,1705.2,1.1
1088.75,1705.4,1.1
1089,1705.7,1.1
1089.25,1706,1.1
1089.5,1706.3,1.1
1089.75,1706.5,1.1
1090,1706.8,1.1
1090.25,1707.1,1.1
1090.5,1707.4,1.1
1090.75,1707.6,1.1
1091,1707.9,1.1
1091.25,1708.2,1.1
1091.5,1708.5,1.1
1091.75,1708.7,1.1
1092,1709,1.1
1092.25,1709.3,1.1
1092.5,1709.6,1.1
1092.75,1709.8,1.1
1093,1710.1,1.1
1093.25,1710.4,1.1
1093.5,1710.7,1.1
1093.75,1710.9,1.1
1094,1711.2,1.1
1094.25,1711.5,1.1
1094.5,1711.8,1.1
1094.75,1711.9,0.7
1095,1712.1,0.7
1095.25,1712.3,0.7
1095.5,1712.5,0.7
1095.75,1712.7,0.7
1096,1712.8,0.7
1096.25,1713,0.7
1096.5,1713.2,0.7
1096.75,1713.4,0.7
1097,1713.6,0.7
1097.25,1713.8,0.7
1097.5,1713.9,0.7
1097.75,1714.1,0.7
1098,1714.3,0.7
1098.25,1714.5,0.7
1098.5,1714.7,0.7
1098.75,1714.8,0.7
1099,1715,0.7
1099.25,1715.2,0.7
1099.5,1715.4,0.7
1099.75,1715.6,0.7
1100,1715.8,0.7
1100.25,1715.9,0.7
1100.5,1716.1,0.7
1100.75,1716.3,0.7
1101,1716.5,0.7
1101.25,1716.7,0.7
1101.5,1716.8,0.7
1101.75,1717,0.7
1102,1717.2,0.7
1102.25,1717.4,0.7
1102.5,1717.6,0.7
1102.75,1717.8,0.7
1103,1717.9,0.7
1103.25,1718.1,0.7
1103.5,1718.3,0.7
1103.75,1718.5,0.7
1104,1718.7,0.7
1104.25,1718.8,0.7
1104.5,1719,0.7
1104.75,1719.4,1.5
1105,1720.1,2.6
1105.25,1720.7,2.6
1105.5,1721.4,2.6
1105.75,1722,2.6
1106,1722.7,2.6
1106.25,1723.3,2.6
1106.5,1724,2.6
1106.75,1724.6,2.6
1107,1725.3,2.6
1107.25,1726,2.6
1107.5,1726.5,2.4
1107.75,1726.9,1.2
1108,1727.2,1.2
1108.25,1727.5,1.2
1108.5,1727.8,1.2
1108.75,1728.1,1.2
1109,1728.4,1.2
1109.25,1728.7,1.2
1109.5,1729,1.2
1109.75,1729.3,1.2
1110,1729.6,1.2
1110.25,1729.9,1.2
1110.5,1730.2,1.2
1110.75,1730.5,1.2
1111,1730.8,1.2
1111.25,1731.1,1.2
1111.5,1731.4,1.2
1111.75,1731.7,1.2
1112,1732,1.2
1112.25,1732.3,1.2
1112.5,1732.6,1.2
1112.75,1732.9,1.2
1113,1733.2,1.2
1113.25,1733.5,1.2
1113.5,1733.8,1.2
1113.75,1734.1,1.1
1114,1734.3,1
1114.25,1734.6,1
1114.5,1734.8,1
1114.75,1735.1,1
1115,1735.3,1
1115.25,1735.6,1
1115.5,1735.9,1
1115.75,1736.1,1
1116,1736.4,1
1116.25,1736.6,1
1116.5,1736.9,1
1116.75,1737.1,1
1117,1737.4,1
1117.25,1737.7,1
1117.5,1737.9,1
1117.75,1738.2,1
1118,1738.4,1
1118.25,1738.7,1
1118.5,1739,1
1118.75,1739.2,1
1119,1739.5,1
1119.25,1739.7,1
1119.5,1740,1
1119.75,1740.2,1
1120,1740.5,1
1120.25,1740.8,1
1120.5,1741,1
1120.75,1741.3,1
1121,1741.7,1.5
1121.25,1742.1,1.6
1121.5,1742.5,1.6
1121.75,1742.9,1.6
1122,1743.3,1.6
1122.25,1743.7,1.6
1122.5,1744.1,1.6
1122.75,1744.5,1.6
1123,1744.9,1.6
1123.25,1745.3,1.6
1123.5,1745.7,1.6
1123.75,1746.1,1.6
1124,1746.5,1.6
1124.25,1746.9,1.6
1124.5,1747.3,1.6
1124.75,1747.7,1.6
1125,1748.1,1.6
1125.25,1748.5,1.6
1125.5,1763.9,61.5
1125.75,1764.6,3.1
1126,1765.4,3.1
1126.25,1766.2,3.1
1126.5,1766.9,3.1
1126.75,1767.7,3.1
1127,1768.5,3.1
1127.25,1769.2,3.1
1127.5,1770,3.1
1127.75,1770.8,3.1
1128,1771.4,2.6
1128.25,1772,2.4
1128.5,1772.6,2.4
1128.75,1773.2,2.4
1129,1773.8,2.4
1129.25,1774.4,2.4
1129.5,1775,2.4
1129.75,1775.6,2.4
1130,1776.2,2.4
1130.25,1776.8,2.4
1130.5,1777.4,2.4
1130.75,1778,2.4
1131,1778.4,1.7
1131.25,1778.7,0.9
1131.5,1778.9,0.9
1131.75,1779.1,0.9
1132,1779.4,0.9
1132.25,1779.6,0.9
1132.5,1779.8,0.9
1132.75,1780,0.9
1133,1780.3,0.9
1133.25,1780.5,0.9
1133.5,1780.7,0.9
1133.75,1781,0.9
1134,1781.2,0.9
1134.25,1781.4,0.9
1134.5,1781.6,0.9
1134.75,1781.9,0.9
1135,1782.1,0.9
1135.25,1782.3,0.9
1135.5,1782.6,0.9
1135.75,1782.8,0.9
1136,1783,0.9
1136.25,1783.2,0.9
1136.5,1783.5,0.9
1136.75,1783.7,0.9
1137,1783.9,0.9
1137.25,1784.2,0.9
1137.5,1784.4,0.9
1137.75,1784.6,0.9
1138,1784.8,0.9
1138.25,1785.1,0.9
1138.5,1785.3,0.9
1138.75,1785.5,0.9
1139,1785.8,0.9
1139.25,1786,0.9
1139.5,1786.2,0.9
1139.75,1786.5,0.9
1140,1786.7,0.9
1140.25,1787,0.9
1140.5,1787.2,0.9
1140.75,1787.4,0.9
1141,1787.7,0.9
1141.25,1787.9,0.9
1141.5,1788.1,0.9
1141.75,1788.4,0.9
1142,1788.6,0.9
1142.25,1788.8,0.9
1142.5,1789.1,0.9
1142.75,1789.3,0.9
1143,1789.6,0.9
1143.25,1789.8,0.9
1143.5,1790,0.9
1143.75,1790.3,0.9
1144,1790.5,0.9
1144.25,1790.7,0.9
1144.5,1791,0.9
1144.75,1791.2,0.9
1145,1791.5,0.9
1145.25,1791.7,0.9
1145.5,1791.9,0.9
1145.75,1792.2,0.9
1146,1792.4,0.9
1146.25,1792.6,0.9
1146.5,1792.9,0.9
1146.75,1793.1,1.1
1147,1793.8,2.8
1147.25,1794.5,2.8
1147.5,1795.2,2.8
1147.75,1795.9,2.8
1148,1796.6,2.8
1148.25,1797.3,2.8
1148.5,1798,2.8
1148.75,1798.7,2.8
1149,1799.4,2.8
1149.25,1800.1,2.8
1149.5,1808.3,32.8
1149.75,1809.4,4.2
1150,1810.5,4.2
1150.25,1811.5,4.2
1150.5,1812.6,4.2
1150.75,1813.6,4.2
1151,1814.7,4.2
1151.25,1815.8,4.4
1151.5,1816.9,4.6
1151.75,1818.1,4.6
1152,1819.2,4.6
1152.25,1820.4,4.6
1152.5,1821.5,4.6
1152.75,1822.6,4.3
1153,1822.9,1.4
1153.25,1823.3,1.4
1153.5,1823.6,1.4
1153.75,1824,1.4
1154,1824.3,1.4
1154.25,1824.7,1.4
1154.5,1825,1.4
1154.75,1825.4,1.4
1155,1825.7,1.4
1155.25,1826.1,1.4
1155.5,1826.4,1.4
1155.75,1826.8,1.4
1156,1827.1,1.4
1156.25,1827.5,1.4
1156.5,1827.8,1.4
1156.75,1828.2,1.4
1157,1828.5,1.4
1157.25,1828.9,1.4
1157.5,1829.2,1.4
1157.75,1829.6,1.4
1158,1829.9,1.3
1158.25,1830.1,0.7
1158.5,1830.2,0.7
1158.75,1830.4,0.7
1159,1830.6,0.7
1159.25,1830.8,0.7
1159.5,1830.9,0.7
1159.75,1831.1,0.7
1160,1831.3,0.7
1160.25,1831.4,0.7
1160.5,1831.6,0.7
1160.75,1831.8,0.7
1161,1832,0.7
1161.25,1832.1,0.7
1161.5,1832.3,0.7
1161.75,1832.5,0.7
1162,1832.6,0.7
1162.25,1832.8,0.7
1162.5,1833,0.7
1162.75,1833.2,0.7
1163,1833.3,0.7
1163.25,1833.5,0.7
1163.5,1833.7,0.7
1163.75,1833.8,0.7
1164,1834,0.7
1164.25,1834.2,0.7
1164.5,1834.4,0.7
1164.75,1834.5,0.7
1165,1834.7,0.7
1165.25,1834.9,0.7
1165.5,1835,0.7
1165.75,1835.2,0.7
1166,1835.4,0.7
1166.25,1835.6,0.7
1166.5,1835.7,0.7
1166.75,1835.9,0.7
1167,1836.1,0.7
1167.25,1836.2,0.7
1167.5,1836.4,0.7
1167.75,1836.6,0.7
1168,1836.8,0.7
1168.25,1836.9,0.7
1168.5,1837.1,0.7
1168.75,1837.3,0.9
1169,1837.7,1.6
1169.25,1838.1,1.6
1169.5,1838.5,1.6
1169.75,1838.9,1.6
1170,1839.3,1.6
1170.25,1839.7,1.6
1170.5,1840.1,1.6
1170.75,1840.4,1.6
1171,1840.8,1.6
1171.25,1841.2,1.6
1171.5,1841.6,1.6
1171.75,1842,1.6
1172,1842.4,1.6
1172.25,1842.8,1.6
1172.5,1843.2,1.6
1172.75,1843.6,1.6
1173,1844,1.6
1173.25,1844.4,1.6
1173.5,1852.3,31.9
